title,info,area,year,room,elevator,parking,warehouse,deposit,rent,status,for,use-case,floor,description,advertiser,balcony,area2
مرزداران راجی اول,۳ ساعت پیش در تبریز | اجاره آپارتمان,۱۳۰,۱۴۰۰,۲,آسانسور,پارکینگ,انباری ندارد,۳۲۰٬۰۰۰٬۰۰۰ تومان,مجانی,غیر قابل تبدیل,خانواده,,۱ از ۴,"بهترین نما درمرزداران
دسترسی راحت به امکانات عمومی
تکمیل",,,
اپارتمان ۱۶۵ متر مربع,۳ ساعت پیش در تبریز | اجاره آپارتمان,۱۶۰,۱۳۹۶,۳,آسانسور,پارکینگ,انباری,۶۸۰٬۰۰۰٬۰۰۰ تومان,مجانی,غیر قابل تبدیل,خانواده,مشاور املاک,۳,اپارتمان ۱۶۵ متر مربع واقع در زعفرانیه کوی شبنم ۲۴ متری شبنم لوکس سه خوابه دارای دو‌ حمام با اتاق مستر پارکینگ اسانسور انباری زیر قیمت منطقه,,,
اجاره آپارتمان در باغمیشه,۴ ساعت پیش در تبریز | اجاره آپارتمان,۱۰۰,۱۳۸۵,۲,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,۳۵٬۰۰۰٬۰۰۰ تومان,۳٬۲۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده و مجرد,,زیرهمکف از ۳,"لطفا همکاران گرامی مشاور املاک تماس نگیرند . با تشکر 
لطفا تایم استراحت ( ساعت ۲ الی ۶ عصر ) تماس نگیرد . با تشکر
واگذاری به خانواده و مجرد
ورودی از داخل حیاط مجزا می باشد
کمد دیواری
کابینت ام دی اف
کف سرامیک .
خالی و آماده تحویل 
آدرس آپارتمان مورد اجاره : شهرک باغمیشه ، 
میدان اطلس ، خیابان شهریار ، کوی نارون ۲
آدرس مشاور املاک : شهرک باغمیشه ، مابین میدان اطلس و میدان ارغوان ، خیابان شهریار ، خیابان فرعی شهریار دوم ، روبروی لواش پزی صابر ، املاک آروین",,,املاک آروین
رهن کامل آپارتمان 220 متری ولیعصر,۴ ساعت پیش در تبریز | اجاره آپارتمان,۲۲۰,۱۳۹۸,۳,آسانسور,پارکینگ,انباری,۷۰۰٬۰۰۰٬۰۰۰ تومان,۶٬۰۰۰٬۰۰۰ تومان,قابل تبدیل,خانواده و مجرد,,۲,"سلام وقت بخیر از مجموعه پرشین کارشناس متخصص و امین شما
☎️ حیدرپور⬅️ 09925341660
☎️ داخلی ⬅️ ۰۴۱۳۳۳۲۳۹۸
✅ کد فایل سامانه پرشین : 1533
----------------------------------
⚜واحد آپارتمانی ولیعصر بر اصلی ورودی کوی ولیعصر سربالایی ⚜
قیمت رهن : 700 میلیون تومان
قیمت اجاره : 6 میلیون تومان
✔️ 3 خواب بزرگ
✔️ سال ساخت 1398
(جهت کسب اطلاعات بیشتر تماس حاصل فرمایید)
(لطفا آدرس فقط فقط حضوری)
(عکس های مربوط به فایل جنبه تبلیغاتی دارد و مربوط به فایل نیست)
--------------------------------
⚜️املاک پرشین⚜️
اولین دپارتمان تخصصی ملک شمالغرب کشور
ولیعصرتوانیر جنوبی نرسیده به سیاح",,,املاک شمالغرب پرشین
یاغچیان آپارتمان صفرجنوبی,۴ ساعت پیش در تبریز | اجاره آپارتمان,۱۰۵,۱۳۹۵,۲,آسانسور,پارکینگ,انباری,۱۵۰٬۰۰۰٬۰۰۰ تومان,۴٬۵۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,مشاور املاک,۹,"یاغچیان واحدجنوبی 
فول نصبیات 
کلا تازه نصب شده.واحد صفر
ویژه مشکل پسندان
واحدخالی و آماده تحویل
املاک شهر.۰۹۱۴۴۰۱۴۹۷۲",,,
خانه در شیخ حسن,۴ ساعت پیش در تبریز | اجاره خانه و ویلا,۵۰,۱۳۹۲,۱,,پارکینگ ندارد,انباری,۸٬۰۰۰٬۰۰۰ تومان,۷۰۰٬۰۰۰ تومان,قابل تبدیل,خانواده و مجرد,شخصی,,سلام ممنون از توجه شما خانه واقع در شیخ حسن (روبه روی پدافند هوایی)میباشد مناسب خانواده های کم توان همه انشعابات رو داره محله خیلی امن و بی سرو صدا هستش فقط خانه کچ سیاه هست اجاره و رهن هم قابل تبدیل هستش,بالکن ندارد,۵۴,
۵۰۰متر خانه ویلای با امکانات,۴ ساعت پیش در تبریز | اجاره خانه و ویلا,۹۰,۱۳۹۹,۱,,پارکینگ ندارد,انباری,۱٬۲۸۰٬۰۰۰٬۰۰۰ تومان,مجانی,قابل تبدیل,خانواده,شخصی,,بش از ۵۰ عدد درخت ۶ساله بهترین موقهیت برای زندگی استخر انباری ویک عدد کارگاهو یک عدد ویلاو۲ عدد سرویس بهداشتی وحمام دارای کابینت ام دی اف با کنف کاری شده فول فول,بالکن,۵۰۰,
اجاره آپارتمان ۹۰ متر,۴ ساعت پیش در تبریز | اجاره آپارتمان,۹۰,۱۳۹۴,۲,آسانسور ندارد,پارکینگ ندارد,انباری,۵۰٬۰۰۰٬۰۰۰ تومان,۲٬۵۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,شخصی,۲,آدرس،تبریز خیابان استاد جعفری،کوچه شهید پورباقر،مناسب برای زوجهای تازه ازدواج کرده،به خانواده بدون فرزند اجاره داده میشود,,,
آپارتمان ۱۴۰ متر رشدیه,۴ ساعت پیش در تبریز | اجاره آپارتمان,۱۴۰,۱۳۹۵,۲,آسانسور,پارکینگ,انباری,۳۵۰٬۰۰۰٬۰۰۰ تومان,۳٬۵۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده و مجرد,مشاور املاک,۳,فول نصبیات تمیز،۲خوابه،۲کلّه،۱۴۰ متر,,,
اپارتمان ۸۵ مترشهرک نور کوی لاله مجتمع باران,۴ ساعت پیش در تبریز | اجاره آپارتمان,۸۵,۱۳۸۴,۲,آسانسور,پارکینگ,انباری ندارد,۱۸۰٬۰۰۰٬۰۰۰ تومان,مجانی,غیر قابل تبدیل,خانواده,,۲,"۸۵ متر
دو خوابه 
طبقه دوم 
اب مشترک
برق و گاز مجزا 
کف سرامیک
پرده توری 
کاغذ دیواری
کابینت MDF
کمددیواری MDF
اسانسور
پارکینگ محوطه
نگهبانی ۲۴ ساعته 

کوی لاله برج های باران 

مسکن تاج بخش
شهرک نور روبروی مجتمع فجر جنب فضای سبز
۳۴۴۵۸۷۶۹
۰۹۱۴۷۳۵۱۲۶۹",,,مسکن تاج بخش
رهن کامل آپارتمان 120 متری ولیعصر 2,۴ ساعت پیش در تبریز | اجاره آپارتمان,۱۲۰,۱۳۸۶,۲,آسانسور ندارد,پارکینگ,انباری,۲۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,غیر قابل تبدیل,خانواده,,۲,"سلام وقت بخیر از مجموعه پرشین کارشناس متخصص و امین شما
☎️ عبادی ⬅️ 09142363872
☎️ داخلی ⬅️ ۰۴۱۳۳۳۲۳۹۸
✅ کد فایل سامانه پرشین : 1554
----------------------------------
⚜واحد آپارتمانی جماران بلوک 1⚜
قیمت رهن : 200 میلیون تومان
قیمت اجاره : ندارد
✔️ 2 خواب بزرگ
✔️ سال ساخت 1385 
(جهت کسب اطلاعات بیشتر تماس حاصل فرمایید)
(لطفا آدرس فقط فقط حضوری)
(عکس های مربوط به فایل جنبه تبلیغاتی دارد و مربوط به فایل نیست)
--------------------------------
⚜️املاک پرشین⚜️
اولین دپارتمان تخصصی ملک شمالغرب کشور
ولیعصرتوانیر جنوبی نرسیده به سیاح",,,املاک شمالغرب پرشین
خانه ۲ طبقه مارالان جنب شیخ الرییس,۴ ساعت پیش در تبریز، میدان مارالان (خیابان کمربندی) | اجاره آپارتمان,۹۰,۱۳۸۵,۲,آسانسور ندارد,پارکینگ,انباری ندارد,۶۰٬۰۰۰٬۰۰۰ تومان,۷٬۵۰۰٬۰۰۰ تومان,قابل تبدیل,خانواده,شخصی,۲ از ۲,خانه دو طبقه هر طبقه یک واحد با تمام امکانات بصورت یکجا اجاره داده میشود ، طبقه همکف حیاط دارد و طبقه بالا از پشت بام بعنوان حیاط استفاده میشود.هر طبقه یک خوابه می باشد ، حمام و سرویس جداگانه می باشد,,,
رهن اجاره ۵۷ مترکندرود,۴ ساعت پیش در تبریز | اجاره خانه و ویلا,۵۷,۱۳۹۵,۲,,پارکینگ ندارد,انباری ندارد,۱۵٬۰۰۰٬۰۰۰ تومان,۹۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,مشاور املاک,,رهن اجاره ۵۷ مترباامتیاز کامل فقط برای ۲نفرادرس کندرود خ حافظ کمیته امداد,بالکن,۵۷,
آپارتمان ۱۷۰ اول باغمیشه پشت آتش نشانی,۴ ساعت پیش در تبریز | اجاره آپارتمان,۱۷۰,۱۳۸۶,۳,آسانسور ندارد,پارکینگ,انباری,۹۰٬۰۰۰٬۰۰۰ تومان,۴٬۵۰۰٬۰۰۰ تومان,قابل تبدیل,خانواده,شخصی,۴ از ۴,یک باب آپارتمان برای رهن اجاره اول الهیه با پارکینگ انباری تک واحده بدون سر صدا آروم همسایه های خب بدون کوچیک ترین ایراد پارکینگ ریموت دار به رهن و اجاره واگذار میگردد,,,
رهن کامل در فاز ۳ سهند,۴ ساعت پیش در تبریز | اجاره آپارتمان,۷۲,۱۳۹۲,۲,آسانسور,پارکینگ ندارد,انباری,۷۵٬۰۰۰٬۰۰۰ تومان,مجانی,غیر قابل تبدیل,خانواده,,۱,"✔️املاک متین ✔️

مشخصات ملک

نصبیات صفر صفر 

هود نوع

پکیج نوع 

آچار نخورده 

کابینت فول آشپزخانه نوع 

کمد دیواری اتاق فول نوع 

رادیاتور نوع 

واحد بدون توصیف و بدون ریال خرج",,,املاک متین
اجاره آپارتمان در ولی امر تبریز,۴ ساعت پیش در تبریز | اجاره آپارتمان,۱۲۰,۱۳۸۸,۲,آسانسور ندارد,پارکینگ,انباری ندارد,۵۰٬۰۰۰٬۰۰۰ تومان,۴٬۵۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,شخصی,۱ از ۴,تمام رهن داده نمی‌شود.,,,
آپارتمان 111متر مرزداران,۴ ساعت پیش در تبریز | اجاره آپارتمان,۱۱۱,۱۳۹۸,۲,آسانسور,پارکینگ,انباری,۲۰٬۰۰۰٬۰۰۰ تومان,۶٬۰۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,مشاور املاک,۱ از ۶,"آپارتمان مرزداران دارای آسانسور ،پارکینگ،انباری
نصبیات کامل
20میلیون رهن 
6میلیون اجاره
غیر قابل تبدیل
دوکله بر خیابان 
(کل مبلغ اجاره یک سال اول قرار داد گرفته میشود )
در صورت موافق بودن با شرایط تماس بگیرید",,,
اجاره 125متر اپارتمان کلیدنخورده در ولیعصر,۴ ساعت پیش در تبریز | اجاره آپارتمان,۱۲۰,۱۴۰۰,۲,آسانسور,پارکینگ,انباری,۶۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,غیر قابل تبدیل,خانواده و مجرد,,۳ از ۵,"☎ تلفن تماس: 91010041 -09140645668
*فایل های مشابه با متراژهای متفاوت موجود است*
__ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __
✔واحد صفر کلید نخورده میباشد/ غیر قابل تبدیل /اماده قرارداد
✔پارکینگ سر راست و مناسب شاسی بلند
✔پکیج قدرتمند 3600
✔کولر گازی 32000
✔گاز رومیزی، هود و سینک دو قلو درجه یک
✔تخلیه و اماده عقد قرار داد
✔کلید دست املاک
✔برای بازدید به دفتر املاک نور مراجعه کنید✔

آدرس دفتر املاک جهت بازدید :
ولی عصر خیابان مخابرات رو به رو بانک پارسیان املاک نور",,,املاک نور
اپارتمان اجاره ای,۴ ساعت پیش در تبریز | اجاره آپارتمان,۸۵,۱۳۸۵,۱,آسانسور ندارد,پارکینگ ندارد,انباری,۴۰٬۰۰۰٬۰۰۰ تومان,۷۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,شخصی,۲ از ۲,اپارتمان اجاره ای. متراژ 85متر دارای بالکن بزرگ. طبقه ی دو باامتیازات کامل. جدا به رهن واجاره داده میشه. با تشگر از برنامه ی دیوار.اخرعباسی کوی صالح اباد. کوچه ی سرابیان.,,,
رهن تمام در باغمیشه,۴ ساعت پیش در تبریز | اجاره آپارتمان,۱۰۳,۱۳۹۱,۲,آسانسور,پارکینگ,انباری,۲۸۰٬۰۰۰٬۰۰۰ تومان,مجانی,غیر قابل تبدیل,خانواده,مشاور املاک,۸,با سلام رهن تمام در باغمیشه اول نصر ۳ برج صبا واحد لوکس به اس جواب داده نمیشه لطفا همکارها زنگ نزنه,,,
آپارتمان ۱۳۰ متر ولی‌امر,۴ ساعت پیش در تبریز | اجاره آپارتمان,۱۳۰,۱۳۹۷,۳,آسانسور,پارکینگ,انباری ندارد,۳۰۰٬۰۰۰٬۰۰۰ تومان,۳٬۰۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,شخصی,۳ از ۴,دارای امکانات : کف سرامیک. درب ضد سرقت. پکیچ رادیات .آسانسور. پارکینگ و...,,,
اجاره خانه در شهرک باغمعروف,۵ ساعت پیش در تبریز | اجاره خانه و ویلا,۵۰,۱۳۹۰,۱,,پارکینگ ندارد,انباری,۷٬۰۰۰٬۰۰۰ تومان,۸۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده و مجرد,شخصی,,یک باب حیاط دربستی ۵۰ متری دو نپش در بهترین نقطه شهرک باغمعروف ،نزدیک ایستگاه اتوبوس و تاکسی ،پارک ماشین دم در می‌باشد.,بالکن ندارد,۵۰,
